URL,Title,ISSN,Homepage,How to publish,Publisher,Subject Area and Category
https://www.scimagojr.com/journalsearch.php?q=21101101212&tip=sid&clean=0,AI Open,26666510,https://www.keaipublishing.com/en/journals/ai-open/,https://www2.cloud.editorialmanager.com/aiopen/default2.aspx,KeAi Communications Co.,"Computer Science, Artificial Intelligence, Computer Science Applications, Computer Vision and Pattern Recognition, Human-Computer Interaction, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101049047&tip=sid&clean=0,Transactions of the Association for Computational Linguistics,2307387X,https://direct.mit.edu/tacl,https://transacl.org/index.php/tacl/index,MIT Press Journals,"Computer Science, Artificial Intelligence, Computer Science Applications, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21101012669&tip=sid&clean=0,npj Digital Medicine,23986352,https://www.nature.com/npjdigitalmed/,https://mts-npjdigitalmed.nature.com/cgi-bin/main.plex,Nature Publishing Group,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101024053&tip=sid&clean=0,Big Data Mining and Analytics,20960654,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8254253,https://mc03.manuscriptcentral.com/bdma,Institute of Electrical and Electronics Engineers Inc.,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100466714&tip=sid&clean=0,International Journal of Educational Technology in Higher Education,23659440,https://educationaltechnologyjournal.springeropen.com/,https://www.editorialmanager.com/ethe/default.aspx,Springer Netherlands,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101107945&tip=sid&clean=0,Sustainable Operations and Computers,26664127,https://www.sciencedirect.com/journal/sustainable-operations-and-computers,https://www.keaipublishing.com/en/journals/sustainable-operations-and-computers/guide-for-authors/,KeAi Communications Co.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100791292&tip=sid&clean=0,Journal of Big Data,21961115,https://journalofbigdata.springeropen.com/,https://www.editorialmanager.com/bigd/default.aspx,Springer Nature,"Computer Science, Computer Networks and Communications, Hardware and Architecture, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100869486&tip=sid&clean=0,Computational Visual Media,"20960433, 20960662",https://www.springer.com/computer/image+processing/journal/41095,How to publish link not found,Tsinghua University Press Tsinghua University in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computer Graphics and Computer-Aided Design, Computer Vision and Pattern Recognition"
https://www.scimagojr.com/journalsearch.php?q=21101074919&tip=sid&clean=0,Computers and Education: Artificial Intelligence,2666920X,https://www.sciencedirect.com/journal/computers-and-education-artificial-intelligence,https://www2.cloud.editorialmanager.com/caeai/default2.aspx,Elsevier B.V.,"Computer Science, Artificial Intelligence, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101047378&tip=sid&clean=0,Energy and AI,26665468,https://www.sciencedirect.com/journal/energy-and-ai,https://www.editorialmanager.com/eai/default2.aspx,Elsevier B.V.,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=26801&tip=sid&clean=0,Computational Linguistics,"08912017, 15309312",https://www.mitpressjournals.org/loi/coli,http://cljournal.org/,MIT Press Journals,"Computer Science, Artificial Intelligence, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100420802&tip=sid&clean=0,GigaScience,2047217X,https://academic.oup.com/gigascience,https://www.editorialmanager.com/giga/default.aspx,Oxford University Press,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100850798&tip=sid&clean=0,npj Computational Materials,20573960,https://www.nature.com/npjcompumats/,https://mts-npjcompumats.nature.com/cgi-bin/main.plex?form_type=display_auth_instructions,Nature Publishing Group,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101081601&tip=sid&clean=0,PRX Quantum,26913399,https://journals.aps.org/prxquantum/,https://journals.aps.org/prxquantum/authors,American Physical Society,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101101329&tip=sid&clean=0,International Journal of Cognitive Computing in Engineering,26663074,https://www.keaipublishing.com/en/journals/international-journal-of-cognitive-computing-in-engineering/,https://www2.cloud.editorialmanager.com/ijcce/default2.aspx,KeAi Communications Co.,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101136681&tip=sid&clean=0,Internet of Things and Cyber-Physical Systems,26673452,https://www.keaipublishing.com/en/journals/internet-of-things-and-cyber-physical-systems/,https://www2.cloud.editorialmanager.com/iotcps/default2.aspx,KeAi Communications Co.,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101070921&tip=sid&clean=0,IEEE Open Journal of the Communications Society,2644125X,https://www.comsoc.org/publications/journals/ieee-ojcoms,https://www.comsoc.org/publications/journals/ieee-ojcoms/ieee-open-journal-communications-society-submit-manuscript,Institute of Electrical and Electronics Engineers Inc.,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100827946&tip=sid&clean=0,npj Quantum Information,20566387,https://www.nature.com/npjqi/,https://mts-npjqi.nature.com/cgi-bin/main.plex?form_type=display_auth_instructions,Nature Partner Journals,"Computer Science, Computational Theory and Mathematics, Computer Networks and Communications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101158600&tip=sid&clean=0,Journal of Metaverse,27920232,https://dergipark.org.tr/en/pub/jmv,https://dergipark.org.tr/en/pub/jmv/writing-rules,Izmir Academy Association,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21100981101&tip=sid&clean=0,Smart Learning Environments,21967091,https://slejournal.springeropen.com/,https://www.editorialmanager.com/smle/default2.aspx,SpringerOpen,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100823476&tip=sid&clean=0,Digital Communications and Networks,"23528648, 24685925",http://www.keaipublishing.com/en/journals/digital-communications-and-networks/,http://www.keaipublishing.com/en/journals/digital-communications-and-networks/guide-for-authors/,KeAi Communications Co.,"Computer Science, Computer Networks and Communications, Hardware and Architecture"
https://www.scimagojr.com/journalsearch.php?q=21101132925&tip=sid&clean=0,IEEE Open Journal of the Computer Society,26441268,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8782664,How to publish link not found,Institute of Electrical and Electronics Engineers Inc.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100862637&tip=sid&clean=0,Applied Computing and Informatics,"22108327, 26341964",https://www.emeraldgrouppublishing.com/journal/aci,https://mc.manuscriptcentral.com/appci,Emerald Group Publishing Ltd.,"Computer Science, Computer Science Applications, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101101955&tip=sid&clean=0,International Journal of Intelligent Networks,26666030,https://www.sciencedirect.com/journal/international-journal-of-intelligent-networks,https://www2.cloud.editorialmanager.com/ijin/default2.aspx,KeAi Communications Co.,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101132928&tip=sid&clean=0,Intelligent and Converged Networks,27086240,http://icn.tsinghuajournals.com/EN/2708-6240/home.shtml,http://icn.tsinghuajournals.com/EN/column/column8080.shtml,Tsinghua University Press Tsinghua University in Scimago Institutions Rankings,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100451321&tip=sid&clean=0,Scientific data,20524463,https://www.nature.com/sdata/,https://mts-scidata.nature.com/cgi-bin/main.plex,Nature Publishing Group,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101068929&tip=sid&clean=0,Smart Cities,26246511,https://www.mdpi.com/journal/smartcities,https://www.mdpi.com/journal/smartcities/instructions,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=19700182731&tip=sid&clean=0,Egyptian Informatics Journal,"11108665, 20904754",https://www.journals.elsevier.com/egyptian-informatics-journal,https://www.editorialmanager.com/egij/default2.aspx,Elsevier B.V.,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100970248&tip=sid&clean=0,CAAI Transactions on Intelligence Technology,"24682322, 24686557",https://ietresearch.onlinelibrary.wiley.com/journal/24682322,https://mc.manuscriptcentral.com/caai-theiet-cit,John Wiley & Sons Inc.,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Vision and Pattern Recognition, Human-Computer Interaction, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100933954&tip=sid&clean=0,Big Data and Society,20539517,https://journals.sagepub.com/home/bdsa,https://mc.manuscriptcentral.com/BDAS,SAGE Publications Ltd,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100979265&tip=sid&clean=0,Railway Engineering Science,"26624745, 26624753",https://www.springer.com/journal/40534,https://www.editorialmanager.com/jmtr/default2.aspx,Springer,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=12137&tip=sid&clean=0,Journal of Statistical Software,15487660,https://www.jstatsoft.org/index,https://www.jstatsoft.org/pages/view/authors,"University of California at Los Angeles University of California, Los Angeles in Scimago Institutions Rankings","Computer Science, Software"
https://www.scimagojr.com/journalsearch.php?q=21101059781&tip=sid&clean=0,Digital Biomarkers,2504110X,https://karger.com/dib,https://karger.com/DIB/pages/submission,S. Karger AG,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=19700201443&tip=sid&clean=0,Engineering Applications of Computational Fluid Mechanics,"19942060, 1997003X",https://www.tandfonline.com/toc/tcfm20/current,https://www.tandfonline.com/action/authorSubmission?journalCode=tcfm20&page=instructions,Taylor and Francis Ltd.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100389724&tip=sid&clean=0,Journal of King Saud University - Computer and Information Sciences,"13191578, 22131248",https://www.journals.elsevier.com/journal-of-king-saud-university-computer-and-information-sciences,https://www.editorialmanager.com/jksucis/default2.aspx,King Saud bin Abdulaziz University,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100901150&tip=sid&clean=0,Data Science and Engineering,"23641185, 23641541",https://www.springer.com/journal/41019,https://www.editorialmanager.com/dsej/default.aspx,Springer,"Computer Science, Artificial Intelligence, Computer Science Applications, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21100879732&tip=sid&clean=0,APL Photonics,23780967,https://aip.scitation.org/journal/app,https://aplphotonics.peerx-press.org/cgi-bin/main.plex,American Institute of Physics Inc.,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100836194&tip=sid&clean=0,ICT Express,24059595,https://www.journals.elsevier.com/ict-express/,https://www.editorialmanager.com/ICTE/default.aspx,Korean Institute of Communications and Information Sciences,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Hardware and Architecture, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101064700&tip=sid&clean=0,IACR Transactions on Cryptographic Hardware and Embedded Systems,25692925,https://tches.iacr.org/,https://tches.iacr.org/index.php/TCHES/submission,Ruhr-University of Bochum,"Computer Science, Artificial Intelligence, Computer Graphics and Computer-Aided Design, Computer Networks and Communications, Hardware and Architecture, Signal Processing, Software"
https://www.scimagojr.com/journalsearch.php?q=21100374601&tip=sid&clean=0,IEEE Access,21693536,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6287639,https://mc.manuscriptcentral.com/ieee-access,Institute of Electrical and Electronics Engineers Inc.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101095931&tip=sid&clean=0,Complex and Intelligent Systems,"21986053, 21994536",https://www.springer.com/journal/40747,https://www2.cloud.editorialmanager.com/cais/default2.aspx,Springer International Publishing AG,"Computer Science, Artificial Intelligence, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=24330&tip=sid&clean=0,Journal of Artificial Intelligence Research,10769757,https://www.jair.org/index.php/jair,https://www.jair.org/index.php/jair/about/submissions,"Morgan Kaufmann Publishers, Inc.","Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21101057896&tip=sid&clean=0,Sensors and Actuators Reports,26660539,https://www.sciencedirect.com/journal/sensors-and-actuators-reports,https://www.editorialmanager.com/snr/default2.aspx,Elsevier B.V.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100853527&tip=sid&clean=0,Brain Informatics,"21984018, 21984026",https://braininformatics.springeropen.com/,https://www.editorialmanager.com/brai/default.aspx,Springer Berlin,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100803572&tip=sid&clean=0,Systems Science and Control Engineering,21642583,https://www.tandfonline.com/action/journalInformation?journalCode=tssc20,https://www.tandfonline.com/action/authorSubmission?journalCode=tssc20&page=instructions,Taylor and Francis Ltd.,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21100837352&tip=sid&clean=0,Social Media and Society,20563051,https://uk.sagepub.com/en-gb/eur/journal/social-media-society#description,https://mc.manuscriptcentral.com/smas,SAGE Publications Ltd,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101041933&tip=sid&clean=0,IET Collaborative Intelligent Manufacturing,25168398,https://ietresearch.onlinelibrary.wiley.com/journal/25168398,https://ietresearch.onlinelibrary.wiley.com/hub/journal/25168398/homepage/author-guidelines,John Wiley & Sons Inc.,"Computer Science, Artificial Intelligence, Computer Science Applications, Hardware and Architecture"
https://www.scimagojr.com/journalsearch.php?q=21101039775&tip=sid&clean=0,Machine Learning: Science and Technology,26322153,https://iopscience.iop.org/journal/2632-2153,https://iopscience.iop.org/journal/2632-2153/page/submission-options,Institute of Physics Publishing,"Computer Science, Artificial Intelligence, Human-Computer Interaction, Software"
https://www.scimagojr.com/journalsearch.php?q=21100812851&tip=sid&clean=0,Eurasip Journal on Information Security,"16874161, 2510523X",https://jis-eurasipjournals.springeropen.com/,https://www.editorialmanager.com/jins/default.aspx,SpringerOpen,"Computer Science, Computer Science Applications, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101082054&tip=sid&clean=0,Journal of Safety Science and Resilience,"20967527, 26664496",https://www.keaipublishing.com/en/journals/journal-of-safety-science-and-resilience/,https://www2.cloud.editorialmanager.com/jnlssr/default2.aspx,KeAi Communications Co.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100332423&tip=sid&clean=0,APSIPA Transactions on Signal and Information Processing,20487703,https://www.cambridge.org/core/journals/apsipa-transactions-on-signal-and-information-processing,https://mc.manuscriptcentral.com/apsipa,Oxford University Press,"Computer Science, Information Systems, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101141804&tip=sid&clean=0,IoT,2624831X,https://www.mdpi.com/journal/IoT,https://www.mdpi.com/journal/IoT/instructions,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101107952&tip=sid&clean=0,Cognitive Robotics,26672413,https://www.sciencedirect.com/journal/cognitive-robotics,https://www2.cloud.editorialmanager.com/cogrob/default2.aspx,KeAi Communications Co.,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=19700201402&tip=sid&clean=0,Annals of GIS,"19475683, 19475691",https://www.tandfonline.com/toc/tagi20/current,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tagi20,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101068040&tip=sid&clean=0,IEEE Transactions on Quantum Engineering,26891808,https://tqe.ieee.org/,https://tqe.ieee.org/submission-process/,Institute of Electrical and Electronics Engineers Inc.,"Computer Science, Computer Science Applications, Computer Science (miscellaneous), Software"
https://www.scimagojr.com/journalsearch.php?q=21101024218&tip=sid&clean=0,Applied System Innovation,25715577,https://www.mdpi.com/journal/asi,https://login.mdpi.com/login?_target_path=https%3A%2F%2Fsusy.mdpi.com%2Fuser%2Flogin%3FauthAll%3Dtrue,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Artificial Intelligence, Human-Computer Interaction, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100830709&tip=sid&clean=0,Journal of Sensor and Actuator Networks,22242708,https://www.mdpi.com/journal/jsan,https://www.mdpi.com/journal/jsan/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21101078838&tip=sid&clean=0,Computers in Human Behavior Reports,24519588,https://www.sciencedirect.com/journal/computers-in-human-behavior-reports,https://www2.cloud.editorialmanager.com/chbr/default2.aspx,Elsevier B.V.,"Computer Science, Artificial Intelligence, Computer Science Applications, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21101145520&tip=sid&clean=0,Cyborg and Bionic Systems,"20971087, 26927632",Homepage link not found,How to publish link not found,American Association for the Advancement of Science American Association for the Advancement of Science in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21101063730&tip=sid&clean=0,IET Smart Cities,26317680,https://ietresearch.onlinelibrary.wiley.com/journal/26317680,https://mc.manuscriptcentral.com/theiet-smc,Institution of Engineering and Technology,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=21101043571&tip=sid&clean=0,Journal of Information and Telecommunication,"24751839, 24751847",https://www.tandfonline.com/journals/tjit20,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjit20,Taylor and Francis Ltd.,"Computer Science, Computer Networks and Communications, Computer Science Applications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100815426&tip=sid&clean=0,Online Learning Journal,24725730,https://olj.onlinelearningconsortium.org/index.php/olj,https://olj.onlinelearningconsortium.org/index.php/olj/about/submissions#onlineSubmissions,The Online Learning Consortium,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21101020024&tip=sid&clean=0,Big Earth Data,"20964471, 25745417",https://www.tandfonline.com/journals/tbed20,https://accounts.taylorfrancis.com/identity/#/login?authorize=true&client_id=59f21242bb410562f60413514f5108d80ede3086581e834d9027687f7a875502&response_type=code&scope=mail&redirect_uri=http:%2F%2Fapi.taylorandfrancis.com%2Fv1%2Fauthclient%2Fcallback%2F10.137.105.107&state=&flow=new&journal=Big%20Earth%20Data&brand=rptnf,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101068014&tip=sid&clean=0,Developments in the Built Environment,26661659,https://www.sciencedirect.com/journal/developments-in-the-built-environment,https://www2.cloud.editorialmanager.com/dibe/default2.aspx,Elsevier Ltd,"Computer Science, Computer Graphics and Computer-Aided Design, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=15591&tip=sid&clean=0,JASSS,14607425,http://jasss.soc.surrey.ac.uk/JASSS.html,http://jasss.soc.surrey.ac.uk/admin/submit.html,University of Surrey University of Surrey in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101019779&tip=sid&clean=0,Cybersecurity,"20964862, 25233246",https://cybersecurity.springeropen.com/,https://cybersecurity.springeropen.com/submission-guidelines,SpringerOpen,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101174247&tip=sid&clean=0,AI (Switzerland),26732688,Homepage link not found,How to publish link not found,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=23602&tip=sid&clean=0,BMC Medical Informatics and Decision Making,14726947,https://bmcmedinformdecismak.biomedcentral.com/,https://www.editorialmanager.com/midm/default.aspx,BioMed Central Ltd,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101049065&tip=sid&clean=0,International Journal of Interactive Multimedia and Artificial Intelligence,19891660,https://www.ijimai.org/journal/,https://www.ijimai.org/journal/author-guidelines,"Universidad Internacional de la Rioja Universidad Internacional de La Rioja, Logroño in Scimago Institutions Rankings","Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Computer Vision and Pattern Recognition, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101068029&tip=sid&clean=0,RIED-Revista Iberoamericana de Educacion a Distancia,"11382783, 13903306",https://revistas.uned.es/index.php/ried/index,https://revistas.uned.es/index.php/ried/about/submissions,Ibero-American Association for Distance Higher Education (AIESAD),"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=5200152707&tip=sid&clean=0,Eurasip Journal on Image and Video Processing,"16875176, 16875281",https://jivp-eurasipjournals.springeropen.com,https://jivp-eurasipjournals.springeropen.com/submission-guidelines,Springer Publishing Company,"Computer Science, Information Systems, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101077282&tip=sid&clean=0,Frontiers in Nanotechnology,26733013,https://www.frontiersin.org/journals/nanotechnology,https://www.frontiersin.org/journals/nanotechnology/for-authors/author-guidelines,Frontiers Media SA,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100409311&tip=sid&clean=0,Future Internet,19995903,https://www.mdpi.com/journal/futureinternet,https://www.mdpi.com/journal/futureinternet/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100898535&tip=sid&clean=0,Internet Policy Review,21976775,https://policyreview.info/,https://policyreview.info/about#contributors,Alexander von Humboldt Institute for Internet and Society,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100223111&tip=sid&clean=0,Information (Switzerland),20782489,https://www.mdpi.com/journal/information,https://www.mdpi.com/journal/information/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=19700174917&tip=sid&clean=0,International Journal of Telemedicine and Applications,"16876415, 16876423",https://www.hindawi.com/journals/ijta/?utm_source=google&utm_medium=cpc&utm_campaign=HDW_MRKT_GBL_SUB_ADWO_PAI_DYNA_JOUR_X&gclid=CjwKCAiAyeTxBRBvEiwAuM8dneKXIMhwShM7s61roEgEk-kE2pEA9V87vU2u3kFTKHyLDpHeh4fIHRoC2GMQAvD_BwE,https://www.hindawi.com/journals/ijta/guidelines/,Hindawi Limited,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=15072&tip=sid&clean=0,Journal of Information Technology in Construction,18744753,https://www.itcon.org/,https://www.itcon.org/for-authors,International Council for Research and Innovation in Building and Construction,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100855984&tip=sid&clean=0,Advanced Modeling and Simulation in Engineering Sciences,22137467,https://amses-journal.springeropen.com/,https://www.editorialmanager.com/amos/default.aspx,SpringerOpen,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100383744&tip=sid&clean=0,Journal of Cloud Computing,2192113X,https://journalofcloudcomputing.springeropen.com/,https://www.editorialmanager.com/clco/default.aspx,Springer Science + Business Media,"Computer Science, Computer Networks and Communications, Software"
https://www.scimagojr.com/journalsearch.php?q=21100240100&tip=sid&clean=0,Sustainability,20711050,https://www.mdpi.com/journal/sustainability,https://www.mdpi.com/journal/sustainability/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Networks and Communications, Hardware and Architecture"
https://www.scimagojr.com/journalsearch.php?q=21101092530&tip=sid&clean=0,IET Quantum Communication,26328925,https://ietresearch.onlinelibrary.wiley.com/journal/26328925,https://mc.manuscriptcentral.com/theiet-qtc,John Wiley and Sons Inc.,"Computer Science, Computational Theory and Mathematics, Computer Networks and Communications, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100984159&tip=sid&clean=0,IET Smart Grid,25152947,https://ietresearch.onlinelibrary.wiley.com/journal/25152947,https://mc.manuscriptcentral.com/theiet-stg,John Wiley & Sons Inc.,"Computer Science, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100833833&tip=sid&clean=0,Robotics,22186581,https://www.mdpi.com/journal/robotics,https://www.mdpi.com/journal/robotics/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21101133613&tip=sid&clean=0,Technologies,22277080,https://www.mdpi.com/journal/technologies,https://www.mdpi.com/journal/technologies/instructions,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100907392&tip=sid&clean=0,Visual Informatics,"2468502X, 25432656",https://www.journals.elsevier.com/visual-informatics,https://www.editorialmanager.com/VISINF/default.aspx,Elsevier B.V.,"Computer Science, Computer Graphics and Computer-Aided Design, Human-Computer Interaction, Software"
https://www.scimagojr.com/journalsearch.php?q=21101061989&tip=sid&clean=0,Data Intelligence,"20967004, 2641435X",https://direct.mit.edu/dint,https://direct.mit.edu/dint/pages/submission-guidelines,China National Publications Import and Export (Group) Corporation,"Computer Science, Artificial Intelligence, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101134735&tip=sid&clean=0,Data Science,"24518484, 24518492",https://www.iospress.com/catalog/journals/data-science,https://www.iospress.com/catalog/journals/data-science,IOS Press BV,"Computer Science, Artificial Intelligence, Computer Science (miscellaneous), Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100897717&tip=sid&clean=0,Informatics,22279709,https://www.mdpi.com/journal/informatics,https://www.mdpi.com/journal/informatics/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Networks and Communications, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21100868821&tip=sid&clean=0,Frontiers in Robotics and AI,22969144,https://www.frontiersin.org/journals/robotics-and-ai,https://www.frontiersin.org/journals/robotics-and-ai#author-guidelines,Frontiers Media SA,"Computer Science, Artificial Intelligence, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=144749&tip=sid&clean=0,International Journal of Advanced Robotic Systems,17298806,https://journals.sagepub.com/home/arx,https://mc.manuscriptcentral.com/arx,SAGE Publications Inc.,"Computer Science, Artificial Intelligence, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=19700187627&tip=sid&clean=0,International Journal of Digital Earth,"17538947, 17538955",https://www.tandfonline.com/loi/tjde20,https://mc.manuscriptcentral.com/ijde,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=5800173381&tip=sid&clean=0,International Journal of Distributed Sensor Networks,"15501329, 15501477",http://www.informaworld.com/smpp/title~content=t714578688~db=all,https://www.tandfonline.com/action/authorSubmission?journalCode=udsn20&page=instructions,,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100867250&tip=sid&clean=0,Journal of Open Research Software,20499647,https://openresearchsoftware.metajnl.com/,https://openresearchsoftware.metajnl.com/about/submissions/,Ubiquity Press,"Computer Science, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21100229165&tip=sid&clean=0,Research in Learning Technology,"21567069, 21567077",https://journal.alt.ac.uk/index.php/rlt,https://journal.alt.ac.uk/index.php/rlt/about/submissions,Association for Learning Technology,"Computer Science, Computer Science Applications"
